question,answer,intent
"A 60-year old patient underwent renal aery doppler which shows narrowing and turbulence in right renal aery. If radius of the aery is reduced by 1/3rd, resistance to blood flow in right kidney would have increased by:",3 times,general_faq
"In starvation, the gall bladder may be -",Atrophied,general_faq
All of the following are true for pseudopelade of brocq except?,Scarring Alopecia,general_faq
The main cause of minimal change ds is,Increase in pore size,general_faq
MTP can be done upto,12 weeks,general_faq
All of the following murmurs may be heard in patients with aoic regurgitation except :,High-pitched decrescendo diastolic murmur.,general_faq
The treatment of choice for bacterial vaginosis is :,Clindamycin,nutrition_advice
All are about brucella except,B. abous is capnophilic,general_faq
Which of the following is the definition of conscious sedation?,A minimally depressed level of consciousness that retains the patient’s ability to independently and continuously maintain an airway and respond appropriately to physical stimulation or verbal command.,general_faq
Which of the following statements about amoebicide is least accurate,Diloxanide furoate it is a luminal amoebicide,general_faq
What is the age limit for further developmental assessment in a child not reaching for objects,3 months,general_faq
True about H. mole:a) Complete mole seen in human onlyb) Trophoblastic proliferationc) Hydropic degenerationd) Villus pattern absent,a,general_faq
Endemic ascites is associated with the following ?,Pyrrolizidine,general_faq
Gandy gamma body is typically seen in chronic venous congestion of which of the following?,Lung,general_faq
Drug of choice in pneumonia caused by P. carinii is :,Penicillin,medicine_info
Which anomaly is seen in following clinical condition?,Dental fusion,general_faq
A patient is passing stones recurrently in urine for past few years. All are due to be restrlcted in diet except-,Protein restriction,nutrition_advice
Cholestasis may lead to the following complications except -,Intrauterine fetal death,general_faq
Not a cause of objective tinnitus ?,Palatal myoclonus,general_faq
The following are true about benign paroxysmal positional vertigo except -,Fatigability,general_faq
Hexose sugar is not present in:,Ribose,general_faq
EAC rosette formation is the property of one of the following type of immune cells -,T cells,general_faq
Which of the following tumor is most commonly associated with superior vena cava syndrome:,Lymphoma,general_faq
Hemosiderin contains -,Calcium,general_faq
All the following are features of pseudotumor cerebri except -,Normal-sized ventricles on CT scan,nutrition_advice
Blanket consent is consent taken: NEET 14,When the patient comes to doctor for treatment,general_faq
The early changes in coicosteroid-induced cataract are in the form of:,Central posterior subcapsular lens changes,general_faq
Anthracosis is caused by -,Silica,general_faq
What is common in amalgam and ceramics?,More compressive strength but less tensile strength,general_faq
Pseudocholinesterase is synthesized by,Liver,general_faq
Chemoreceptor Trigger Zone is:,Pons,general_faq
Parenteral nutrition is not used in:,Enterocutaneous fistula,nutrition_advice
The most common side effect of IUD inseion is-,Bleeding,general_faq
"The difference between a typical cervical and thoracic veebrae is, which of the following:",Has a triangular body,general_faq
A person with defective blue color appreciation is called ?,Deuteranomalous,general_faq
MC side effect of lithium: March 2003,Polyuria,general_faq
Which of the following is not an ophthalmic emergency:,Macular hole,general_faq
An 5 year old male patient complains of multiple decayed teeth and has a history of frequent snacking and consumption of sugar containing beverages. Intraoral examination shows multiple interproximal carious lesions. Which of the following caries management protocol is not suitable for this child?,Recall after 3 months,general_faq
Most common presenting feature of adult hypopituitarism is,Hypothyroidism,nutrition_advice
Which of following is/are not the feature of Henoch?Schonlein Purpura (HSP),Abdominal pain,nutrition_advice
"A genetic disorder renders fructose 1,6 -- bisphosphates in liver less sensitive to regulation by fructose 2,6 -- bi-phosphate. All of the following metabolic changes are observed in this disorder except:","Level of fructose 1,6--biphosphate is higher than normal",general_faq
Which point in the below natural history of disease marks the onset of symptoms?,A,symptoms_diagnosis
Pulmonary embolism is caused due to,Deep vein thrombosis of leg,general_faq
Verocay bodies are seen in,Memingioma,general_faq
The fibers of the coicospinal tract pass through which structure?,Medial lemniscus,general_faq
"Which of the following is the ""Least common"" complication of measles -",Diarrhoea,general_faq
Which of the following facilitates comparison between different radiations?,Rad,general_faq
Myocarditis is caused bya) Pertussisb) Measlesc) Diptheriad) Scorpion sting,bc,general_faq
Mean head circumference at birth is,48-51 cm,general_faq
All of the following are potassium sparing diuretics except :,Triamterene,general_faq
"A farmer presents with pustules, which show Gram Positive Cocci on smear. Culture shows Beta hemolysis, and organisms are Catalase negative. To show that the identified organism is group A streptococci, which of the following test should be done?",Bacitracin sensitivity,general_faq
Which of the following is not seen in haemolytic anemia?,Hemosiderosis,general_faq
Which of the following propeies make pyridostigmine different from neostigmine,It is more potent,general_faq
All the following are features of Cardiac muscle Except,Striated,nutrition_advice
All correlates with USG findings of congenital pyloric stenosis except:,> 95% accuracy,general_faq
All of the following are true about multiple myeloma except -,Osteolytic bone disease,general_faq
Drug of choice for obsessive - compulsive neurosis is :,Imipramine,medicine_info
What is diagnostic of fresh myocardial infarction In ECG-,QT interval prolongation,general_faq
Major hormone secreted by zona reticularis of adrenal coex ?,Glucocoicoids,general_faq
Which drug used in bronchial asthma needs monitoring-,Theophylline,medicine_info
The most common extranodal site for non-hodgkin lymphoma is,Stomach,general_faq
Basic defect in HbS is -,Altered function,general_faq
Blindness in child is most commonly due to,Keratomalacia,general_faq
Bleuler's symptoms for schizophrenia are all except,Loosening of association,symptoms_diagnosis
Stage of contraction of family stas at,Bih of first child,general_faq
Phelp's sign is seen in:,Glomus jugulare,general_faq
Fastest acting receptor/transduction mechanism is,Adenylyl cyclase-cyclic AMP pathway,general_faq
"A boy comes from Bihar with non-anesthetic hypopigmented atropic patch over face, diagonosis is",P. alba,general_faq
Which structure is not transmitted by foramen ovale?,Middle meningeal artery,general_faq
A mother has been diagnosed with chicken pox. She delivered 7 days ago a term infant that appears to be healthy. The baby is afebrile. Which of the following is the most appropriate step in management?,Advise the mother to continue regular baby care,symptoms_diagnosis
Which of the following is not carried in dorsal column of spinal cord:March 2011,Proprioception,general_faq
"Homonymous hemianopia may be seen in lesion of all of the following, EXCEPT:",Optic chiasma,general_faq
Age related dementia has been associated with increased levels of,Homocysteine,general_faq
"All are true regarding brachial plexus injury, except:",Preganglionic lesions have a better prognosis than postganglionic lesions,general_faq
Harpender's Callipers are used to;,Measure skin fold thickness,general_faq
Fracture of necessity is used to describe -,Cottons fracture,general_faq
Aerobic oxidation of reduced cytochromes shows P/O ratio of,4,general_faq
Glycine is useful in all of the following except,Purine synthesis,general_faq
A couple presents to a clinic for work-up of infeility after 5 years of unprotected intercourse. The wife denies any medical problems and notes regular menstrual cycles. The husband states that he has had chronic sinusitis and lower respiratory tract infections. Physical examination of the woman is unremarkable. Examination of the man is remarkable for dextrocardia. Fuher work-up of the husband will most likely reveal?,Azoospermia,general_faq
Most common diaphragmatic hernia in children is:,Through the foramen of Bochdalek,general_faq
A 25 year old male presents to emergency dept. following a road traffic accident. On examination there is pelvic fracture and blood at urethral meatus. Following are true about pt except -,Anterior urethra is the most likely site of injury,nutrition_advice
